,bed1_averageRent,bed1_minRent,bed1_maxRent,bed1_totalRentals,bed2_averageRent,bed2_minRent,bed2_maxRent,bed2_totalRentals,bed3_averageRent,bed3_minRent,bed3_maxRent,bed3_totalRentals,bed4_averageRent,bed4_minRent,bed4_maxRent,bed4_totalRentals,bed5_averageRent,bed5_minRent,bed5_maxRent,bed5_totalRentals,bed0_averageRent,bed0_minRent,bed0_maxRent,bed0_totalRentals
92313,,,,,2331.67,2000.0,2500.0,3.0,3063.33,2800.0,3195.0,3.0,2548.75,2145.0,2800.0,4.0,,,,,2023.0,1825.0,2221.0,2.0
92314,1700.0,1700.0,1700.0,1.0,1846.67,715.0,2500.0,27.0,2354.47,400.0,5000.0,19.0,3000.0,3000.0,3000.0,1.0,3300.0,3300.0,3300.0,1.0,1600.0,1600.0,1600.0,1.0
92315,1566.67,1150.0,2500.0,6.0,2262.6,1650.0,3999.0,15.0,2741.92,2100.0,5000.0,13.0,3050.0,2500.0,3600.0,2.0,6316.67,2950.0,8000.0,3.0,1689.4,650.0,3397.0,5.0
92316,,,,,1225.0,650.0,1800.0,2.0,2396.71,1500.0,2895.0,7.0,3130.0,3095.0,3165.0,2.0,2950.0,2950.0,2950.0,1.0,,,,
92317,1600.0,1600.0,1600.0,1.0,,,,,,,,,,,,,,,,,,,,
92318,1500.0,1500.0,1500.0,1.0,,,,,,,,,,,,,,,,,,,,
92321,,,,,,,,,1900.0,1900.0,1900.0,1.0,,,,,,,,,,,,
92324,1637.0,975.0,2372.0,7.0,1845.22,1650.0,2150.0,18.0,2466.84,1330.0,3400.0,19.0,2896.67,2700.0,2995.0,3.0,,,,,1654.0,1349.0,1955.0,7.0
92325,1259.0,750.0,1700.0,10.0,1737.4,950.0,2495.0,25.0,2452.35,1995.0,3400.0,17.0,2450.0,2100.0,2800.0,2.0,,,,,,,,
92327,,,,,1250.0,1250.0,1250.0,1.0,,,,,,,,,,,,,,,,
92333,,,,,2250.0,2250.0,2250.0,1.0,2595.0,2595.0,2595.0,1.0,,,,,,,,,,,,
92335,2311.75,404.0,7500.0,8.0,1903.3,1500.0,2550.0,27.0,2536.88,1050.0,3900.0,26.0,2907.69,2000.0,3250.0,13.0,,,,,1609.33,315.0,2500.0,6.0
92336,1597.5,1595.0,1600.0,2.0,2246.5,1500.0,2650.0,12.0,2836.83,1200.0,4000.0,54.0,3453.6,1800.0,7500.0,70.0,3895.96,2950.0,8000.0,26.0,2395.0,2395.0,2395.0,1.0
92337,,,,,,,,,2827.45,2150.0,3295.0,22.0,2913.13,2495.0,3100.0,8.0,4375.0,2600.0,8000.0,4.0,1650.0,1650.0,1650.0,1.0
92339,1750.0,1750.0,1750.0,1.0,,,,,,,,,,,,,,,,,,,,
92341,,,,,1900.0,1900.0,1900.0,1.0,,,,,,,,,,,,,,,,
92342,1200.0,1200.0,1200.0,1.0,1757.0,1495.0,2200.0,10.0,2200.0,1700.0,2700.0,14.0,2200.0,2200.0,2200.0,1.0,3500.0,3500.0,3500.0,1.0,,,,
92345,1220.71,590.0,1670.0,7.0,1651.41,995.0,2495.0,37.0,2095.47,1195.0,3300.0,53.0,2498.87,2000.0,3188.0,15.0,3050.0,2000.0,5000.0,3.0,1242.5,1095.0,1400.0,4.0
92346,1441.17,825.0,1655.0,6.0,1742.0,1400.0,2000.0,10.0,2496.87,1900.0,3075.0,23.0,3461.17,2600.0,7500.0,12.0,3206.0,2600.0,3500.0,5.0,1700.0,1700.0,1700.0,1.0
92347,,,,,,,,,1250.0,1250.0,1250.0,1.0,,,,,,,,,,,,
92352,1600.0,1400.0,1800.0,2.0,3132.38,1900.0,7364.0,8.0,3678.57,1900.0,8500.0,21.0,4155.0,2500.0,11750.0,10.0,3323.75,2500.0,3995.0,4.0,,,,
92354,1478.17,1000.0,1899.0,6.0,1945.94,1200.0,2500.0,16.0,2626.9,950.0,3100.0,21.0,3296.83,2700.0,7500.0,18.0,3820.0,3000.0,4500.0,5.0,1462.25,899.0,2000.0,4.0
92356,,,,,2000.0,2000.0,2000.0,1.0,1766.67,1600.0,2100.0,3.0,2950.0,2950.0,2950.0,1.0,,,,,,,,
92358,,,,,,,,,2500.0,2500.0,2500.0,1.0,,,,,,,,,,,,
92359,1523.75,1295.0,1800.0,4.0,2105.0,1650.0,2475.0,3.0,1987.5,1850.0,2100.0,4.0,2775.0,2350.0,3150.0,4.0,,,,,,,,
92363,725.0,725.0,725.0,1.0,1500.0,1500.0,1500.0,1.0,1800.0,1800.0,1800.0,1.0,18000.0,18000.0,18000.0,1.0,,,,,,,,
92365,,,,,,,,,1295.0,1295.0,1295.0,1.0,,,,,,,,,,,,
92368,,,,,,,,,1650.0,1650.0,1650.0,1.0,,,,,,,,,,,,
92371,,,,,1759.0,1450.0,1975.0,5.0,1990.0,1795.0,2250.0,6.0,2900.0,2800.0,3000.0,2.0,,,,,,,,
92372,,,,,1450.0,1450.0,1450.0,1.0,2187.5,1700.0,2800.0,4.0,2450.0,2400.0,2500.0,2.0,,,,,,,,
92373,1783.68,1325.0,2450.0,19.0,2179.85,1400.0,6000.0,27.0,2704.12,1500.0,4250.0,17.0,3657.5,2700.0,6000.0,12.0,3997.5,3250.0,4950.0,4.0,1713.08,1165.0,2325.0,13.0
92374,1563.64,950.0,2400.0,11.0,2082.95,1425.0,2800.0,20.0,2583.76,1575.0,3200.0,38.0,2895.09,1298.0,3800.0,22.0,3661.25,3300.0,4345.0,4.0,1730.33,1288.0,2299.0,6.0
92376,1413.89,775.0,2050.0,9.0,1913.21,1450.0,2350.0,14.0,2808.79,1300.0,7500.0,19.0,4382.94,2645.0,7500.0,17.0,3200.0,3200.0,3200.0,1.0,1544.88,797.0,2537.0,8.0
92377,,,,,,,,,2808.0,1750.0,3150.0,10.0,3003.89,2705.0,3195.0,9.0,3295.0,3295.0,3295.0,1.0,,,,
92382,1750.0,1750.0,1750.0,1.0,2458.0,1750.0,4950.0,5.0,2510.83,2000.0,2850.0,6.0,2900.0,2900.0,2900.0,1.0,,,,,,,,
92386,1340.0,1280.0,1400.0,2.0,1934.5,1295.0,2500.0,10.0,2350.0,2200.0,2500.0,4.0,2500.0,2500.0,2500.0,1.0,,,,,,,,
92392,1000.0,850.0,1450.0,4.0,1730.0,1200.0,2230.0,6.0,2161.88,1595.0,2850.0,40.0,2541.96,1500.0,4850.0,67.0,2497.5,2195.0,3100.0,14.0,1356.75,1000.0,1866.0,4.0
92394,950.0,850.0,1000.0,3.0,1708.33,1600.0,1875.0,3.0,1983.66,1300.0,2800.0,32.0,2446.35,1950.0,3500.0,37.0,2460.0,2190.0,2650.0,5.0,544.0,522.0,566.0,2.0
92397,,,,,2000.0,2000.0,2000.0,1.0,2975.0,2975.0,2975.0,1.0,,,,,,,,,700.0,700.0,700.0,2.0
92398,750.0,750.0,750.0,1.0,,,,,,,,,,,,,,,,,,,,
92399,1335.42,1100.0,1425.0,12.0,1897.08,1150.0,3900.0,36.0,2614.03,1795.0,3350.0,32.0,2921.15,1800.0,4200.0,13.0,3450.0,3100.0,3800.0,4.0,1425.0,950.0,1900.0,2.0
92401,1137.5,800.0,1400.0,4.0,,,,,,,,,,,,,,,,,,,,
92404,1416.63,800.0,1950.0,24.0,1715.93,905.0,2800.0,30.0,2328.18,1250.0,3000.0,33.0,2713.2,2000.0,3450.0,10.0,3482.67,3273.0,3775.0,3.0,1333.57,900.0,2150.0,7.0
92405,1252.42,525.0,1895.0,26.0,1889.55,1300.0,2300.0,11.0,2185.0,1200.0,2800.0,12.0,3342.86,1200.0,7500.0,7.0,2400.0,2400.0,2400.0,1.0,1500.0,1500.0,1500.0,2.0
92407,1518.75,1195.0,1900.0,4.0,1871.54,1500.0,2300.0,13.0,2622.93,1500.0,7050.0,29.0,2851.33,2000.0,3650.0,15.0,2850.0,675.0,3800.0,5.0,1680.0,1400.0,1940.0,6.0
92408,1387.5,1200.0,1575.0,2.0,1833.33,1500.0,2200.0,6.0,2392.5,1975.0,2895.0,4.0,3182.83,2747.0,3700.0,6.0,3200.0,3200.0,3200.0,1.0,1822.5,1450.0,2195.0,2.0
92410,1372.5,925.0,1855.0,8.0,1856.9,1425.0,2250.0,21.0,2391.83,1800.0,2950.0,12.0,2399.0,2399.0,2399.0,1.0,,,,,1460.33,752.0,1700.0,6.0
92411,1395.0,950.0,1900.0,6.0,1701.67,1495.0,1800.0,6.0,2221.13,1500.0,2675.0,8.0,2660.0,2660.0,2660.0,1.0,,,,,2600.0,2600.0,2600.0,1.0
93562,,,,,650.0,650.0,650.0,1.0,,,,,,,,,,,,,,,,
94002,2373.12,1845.0,3195.0,26.0,3170.38,200.0,4400.0,21.0,5067.5,3850.0,6500.0,20.0,7049.75,5350.0,12498.0,8.0,5950.0,5950.0,5950.0,1.0,2071.38,1845.0,2631.0,8.0
94005,2050.0,1800.0,2300.0,2.0,3466.88,2950.0,4250.0,8.0,4376.67,3000.0,6500.0,6.0,6000.0,6000.0,6000.0,1.0,6000.0,6000.0,6000.0,1.0,1825.0,1650.0,2075.0,3.0
94010,2762.1,1775.0,4620.0,68.0,3595.52,1550.0,5670.0,46.0,6909.69,1800.0,18500.0,26.0,8861.69,5500.0,20000.0,32.0,11803.64,6490.0,25000.0,11.0,2220.29,1350.0,2999.0,14.0
94014,2036.0,995.0,2695.0,19.0,3123.7,1988.0,3950.0,27.0,3861.64,3000.0,5500.0,14.0,5195.0,5195.0,5195.0,1.0,5000.0,5000.0,5000.0,1.0,2510.83,1390.0,4000.0,6.0
94015,1937.5,650.0,2600.0,18.0,3058.94,1450.0,4250.0,35.0,3929.5,2525.0,7000.0,30.0,4743.63,4400.0,5599.0,8.0,3733.33,1200.0,5500.0,3.0,2227.25,1895.0,2999.0,8.0
94019,,,,,3538.78,3150.0,4500.0,9.0,4500.0,4500.0,4500.0,2.0,5675.0,5675.0,5675.0,1.0,,,,,2785.0,2785.0,2785.0,1.0
94020,2050.0,1850.0,2450.0,3.0,2395.0,2395.0,2395.0,1.0,4125.0,3500.0,4750.0,2.0,,,,,,,,,1195.0,1195.0,1195.0,1.0
94025,3537.29,1000.0,6000.0,48.0,4058.17,748.0,6460.0,60.0,6183.13,4195.0,10000.0,32.0,8305.87,2200.0,20000.0,23.0,13916.67,9500.0,22500.0,3.0,3471.25,1825.0,5016.0,8.0
94027,3916.67,3450.0,4500.0,3.0,,,,,6946.0,4980.0,11500.0,5.0,8950.0,8950.0,8950.0,1.0,24166.67,15000.0,29000.0,6.0,,,,
94028,2995.0,2995.0,2995.0,1.0,,,,,9166.67,7500.0,12000.0,3.0,7283.33,6250.0,8150.0,3.0,8397.5,7995.0,8800.0,2.0,,,,
94030,1786.0,1099.0,2150.0,4.0,3297.19,2350.0,4300.0,16.0,4449.73,3500.0,5300.0,22.0,4883.33,2000.0,7000.0,6.0,6547.5,6495.0,6600.0,2.0,1900.0,1900.0,1900.0,2.0
94037,,,,,,,,,4800.0,4800.0,4800.0,1.0,,,,,,,,,,,,
94038,2400.0,2400.0,2400.0,1.0,4550.0,4550.0,4550.0,1.0,4700.0,4300.0,5100.0,2.0,,,,,,,,,,,,
94044,2238.56,1195.0,2850.0,9.0,3293.0,2400.0,4495.0,23.0,4292.68,2995.0,7500.0,28.0,4977.0,3900.0,5950.0,10.0,,,,,2612.7,2250.0,3300.0,10.0
94060,,,,,4700.0,4700.0,4700.0,1.0,,,,,,,,,,,,,,,,
94061,2414.26,1000.0,3760.0,38.0,3280.03,2400.0,4250.0,38.0,4790.83,3800.0,7800.0,18.0,5833.33,5000.0,6500.0,3.0,1560.0,1500.0,1600.0,5.0,2208.17,1800.0,3849.0,6.0
94062,2485.67,1300.0,3900.0,18.0,3890.9,2495.0,4850.0,21.0,5978.82,4250.0,13500.0,17.0,9655.0,6000.0,16500.0,10.0,8010.0,1650.0,12500.0,5.0,2140.43,1575.0,2795.0,7.0
94063,3090.96,1300.0,4420.0,70.0,3358.11,2500.0,5450.0,37.0,4441.56,2995.0,5450.0,9.0,5150.0,4500.0,5800.0,2.0,,,,,3115.0,1600.0,6200.0,13.0
94065,2228.5,1350.0,3600.0,6.0,3633.38,2980.0,4554.0,16.0,4891.25,3800.0,7100.0,12.0,5944.5,5300.0,6500.0,10.0,,,,,4841.0,3052.0,9086.0,4.0
94066,3362.32,1000.0,4280.0,82.0,3999.92,2195.0,5490.0,73.0,4013.92,1450.0,5200.0,37.0,5598.75,3995.0,6800.0,4.0,4950.0,4950.0,4950.0,1.0,2118.25,1749.0,3032.0,16.0
94070,2425.24,1500.0,3600.0,21.0,3715.14,1300.0,5300.0,35.0,5245.12,3800.0,9500.0,25.0,6292.92,4995.0,8500.0,12.0,7625.0,7000.0,8250.0,2.0,2698.5,1800.0,3597.0,2.0
94080,2639.94,1000.0,4500.0,51.0,3165.64,2072.0,4350.0,39.0,3893.55,2900.0,4500.0,31.0,4131.25,1200.0,6200.0,8.0,5747.5,5500.0,5995.0,2.0,2762.33,1650.0,3325.0,6.0
94303,1788.5,1200.0,2400.0,10.0,3546.59,2795.0,4800.0,17.0,4899.37,3495.0,8000.0,27.0,6373.88,4475.0,12000.0,17.0,8300.0,7000.0,9300.0,3.0,2241.5,1534.0,2949.0,2.0
94401,2701.12,1025.0,4160.0,58.0,3570.89,1900.0,7500.0,62.0,3817.79,1500.0,5585.0,14.0,5975.0,5950.0,6000.0,2.0,4795.0,4795.0,4795.0,1.0,2392.3,1575.0,3095.0,10.0
94402,3074.03,1250.0,4930.0,36.0,4085.36,2450.0,6595.0,28.0,5774.79,3400.0,8950.0,28.0,7949.0,4795.0,13000.0,10.0,,,,,2332.0,1850.0,3146.0,3.0
94403,2718.68,1000.0,4560.0,44.0,3724.4,1775.0,5850.0,53.0,4619.84,2200.0,6250.0,32.0,5550.0,1400.0,7250.0,17.0,,,,,2837.58,1595.0,6290.0,19.0
94404,3379.63,1800.0,3910.0,52.0,3875.79,1995.0,4600.0,43.0,4515.0,3700.0,5300.0,21.0,5446.0,4200.0,7000.0,19.0,6430.0,5600.0,8000.0,3.0,3240.67,2698.0,3807.0,18.0
93203,,,,,,,,,,,,,1695.0,1695.0,1695.0,1.0,,,,,,,,
93205,,,,,1275.0,950.0,1600.0,2.0,,,,,,,,,,,,,,,,
93215,1475.0,1475.0,1475.0,1.0,1297.4,850.0,1592.0,5.0,1798.75,1600.0,2000.0,4.0,,,,,,,,,1700.0,1700.0,1700.0,1.0
93222,,,,,1625.0,1300.0,1950.0,2.0,2370.83,1700.0,3975.0,6.0,,,,,3800.0,3800.0,3800.0,1.0,,,,
93224,,,,,800.0,800.0,800.0,1.0,,,,,,,,,,,,,,,,
93225,950.0,800.0,1100.0,2.0,1665.0,1400.0,1800.0,5.0,2054.0,1725.0,2300.0,5.0,2562.5,2300.0,3000.0,4.0,,,,,,,,
93238,,,,,,,,,2495.0,2495.0,2495.0,1.0,2747.5,2495.0,3000.0,2.0,,,,,,,,
93240,,,,,904.17,575.0,1700.0,6.0,,,,,1800.0,1800.0,1800.0,1.0,,,,,,,,
93241,675.0,675.0,675.0,1.0,1025.0,850.0,1200.0,2.0,,,,,,,,,,,,,900.0,900.0,900.0,1.0
93243,1200.0,1200.0,1200.0,1.0,1816.67,1650.0,1900.0,3.0,1990.0,1990.0,1990.0,1.0,,,,,,,,,,,,
93250,,,,,995.0,995.0,995.0,1.0,1250.0,1150.0,1350.0,2.0,,,,,,,,,,,,
93251,,,,,,,,,800.0,800.0,800.0,1.0,,,,,,,,,,,,
93252,,,,,,,,,,,,,1500.0,1500.0,1500.0,1.0,,,,,,,,
93255,,,,,,,,,,,,,2000.0,2000.0,2000.0,1.0,,,,,,,,
93263,760.0,725.0,795.0,2.0,1133.33,800.0,1300.0,3.0,1876.82,1295.0,2400.0,11.0,2492.86,2200.0,2900.0,7.0,3200.0,3200.0,3200.0,1.0,1800.0,1800.0,1800.0,1.0
93268,795.0,725.0,950.0,5.0,1162.5,950.0,1350.0,4.0,1413.33,840.0,1700.0,9.0,1625.0,1450.0,1800.0,2.0,,,,,650.0,650.0,650.0,1.0
93280,,,,,,,,,1475.0,1450.0,1500.0,2.0,,,,,,,,,,,,
93283,,,,,2100.0,2100.0,2100.0,1.0,,,,,,,,,,,,,,,,
93285,,,,,875.0,875.0,875.0,1.0,,,,,,,,,,,,,,,,
93301,928.04,425.0,1395.0,26.0,1308.16,786.0,2300.0,19.0,1652.5,1140.0,1950.0,6.0,2436.25,1850.0,3000.0,4.0,,,,,1074.0,600.0,1900.0,5.0
93304,969.52,750.0,1250.0,21.0,1162.89,775.0,1650.0,46.0,1668.03,1050.0,2200.0,33.0,2411.25,1450.0,3600.0,4.0,,,,,2062.5,925.0,3200.0,2.0
93305,904.38,700.0,1050.0,8.0,1105.7,700.0,1550.0,27.0,1595.43,1000.0,2300.0,23.0,3086.25,1700.0,6500.0,4.0,,,,,1166.67,825.0,1750.0,6.0
93306,938.0,795.0,1050.0,5.0,1348.43,750.0,2500.0,23.0,42246.85,1250.0,1575000.0,39.0,2289.21,1475.0,3100.0,19.0,2516.67,2050.0,3100.0,3.0,1155.0,1008.0,1282.0,3.0
93307,1062.5,950.0,1300.0,4.0,1406.93,950.0,1900.0,15.0,1695.24,995.0,2150.0,37.0,2145.0,1595.0,2600.0,18.0,1800.0,1800.0,1800.0,1.0,245822.33,667.0,735000.0,3.0
93308,1113.45,650.0,2005.0,20.0,1169.27,750.0,1650.0,41.0,57729.27,885.0,2300000.0,41.0,2190.0,1695.0,2800.0,6.0,2900.0,2900.0,2900.0,2.0,678.0,250.0,900.0,4.0
93309,1020.77,815.0,1450.0,26.0,1262.29,825.0,2200.0,83.0,1772.97,1100.0,2595.0,67.0,229181.36,1600.0,2499000.0,11.0,2495.0,2495.0,2495.0,1.0,1018.25,900.0,1175.0,8.0
93311,1288.75,650.0,1760.0,4.0,1456.56,1100.0,2100.0,16.0,2224.38,1250.0,3350.0,48.0,2489.88,750.0,4000.0,60.0,3960.0,3000.0,4900.0,5.0,,,,
93312,1434.17,1000.0,2090.0,6.0,1454.94,1175.0,1925.0,17.0,2120.73,1200.0,3200.0,73.0,2436.88,1300.0,3250.0,48.0,2755.71,2295.0,3500.0,7.0,,,,
93313,1156.67,795.0,1600.0,3.0,1570.0,950.0,2325.0,6.0,2001.98,1050.0,2750.0,54.0,2308.13,1795.0,2900.0,40.0,2707.5,2450.0,2900.0,6.0,,,,
93501,1500.0,1500.0,1500.0,1.0,1550.0,1050.0,2000.0,4.0,1437.5,1300.0,1700.0,4.0,900.0,900.0,900.0,1.0,2100.0,2100.0,2100.0,1.0,,,,
93505,737.5,675.0,800.0,2.0,1442.27,1200.0,1900.0,11.0,1911.36,1200.0,2500.0,33.0,2124.23,1525.0,3300.0,13.0,1995.0,1995.0,1995.0,1.0,,,,
93516,,,,,900.0,900.0,900.0,1.0,1536.25,1200.0,2000.0,4.0,,,,,,,,,,,,
93518,,,,,,,,,,,,,1600.0,1600.0,1600.0,1.0,,,,,,,,
93523,,,,,1100.0,1100.0,1100.0,1.0,1550.0,1450.0,1650.0,2.0,,,,,,,,,,,,
93527,,,,,750.0,750.0,750.0,1.0,1066.67,900.0,1400.0,3.0,,,,,,,,,,,,
93555,903.83,580.0,2000.0,30.0,1080.07,675.0,2000.0,67.0,1536.55,795.0,2350.0,74.0,1948.79,1450.0,2900.0,33.0,2400.0,2300.0,2500.0,2.0,950.0,625.0,1350.0,5.0
93560,1069.8,1050.0,1100.0,5.0,1588.33,1250.0,2395.0,9.0,2077.0,1450.0,2500.0,10.0,2368.13,2100.0,2600.0,8.0,2300.0,2300.0,2300.0,1.0,1050.0,1050.0,1050.0,1.0
93561,887.5,850.0,925.0,2.0,1457.81,950.0,2495.0,32.0,2127.34,1395.0,3000.0,32.0,2733.55,2250.0,4250.0,11.0,,,,,1281.67,675.0,2510.0,9.0
96001,981.56,695.0,1395.0,32.0,1259.83,740.0,2650.0,64.0,1827.55,1095.0,3400.0,64.0,2613.63,2395.0,2900.0,8.0,,,,,1179.17,350.0,1995.0,12.0
96002,1043.9,675.0,1250.0,10.0,1246.99,695.0,2250.0,73.0,1732.78,1200.0,2500.0,41.0,2302.5,1595.0,3500.0,12.0,3400.0,3400.0,3400.0,2.0,728.75,550.0,1175.0,4.0
96003,1062.69,800.0,1615.0,26.0,1366.23,875.0,2395.0,92.0,1892.5,1200.0,2950.0,56.0,2201.68,750.0,3650.0,25.0,,,,,930.0,930.0,930.0,1.0
96007,826.43,707.0,1195.0,7.0,1232.42,825.0,1585.0,12.0,1745.3,673.0,2450.0,10.0,2186.25,1795.0,3200.0,4.0,,,,,36114.0,825.0,174900.0,5.0
96013,,,,,725.0,725.0,725.0,1.0,,,,,,,,,,,,,,,,
96019,976.88,800.0,1095.0,16.0,1167.4,850.0,1395.0,10.0,1818.0,1300.0,2295.0,5.0,1948.33,1550.0,2295.0,3.0,2000.0,2000.0,2000.0,1.0,895.0,895.0,895.0,1.0
96022,1395.0,1395.0,1395.0,1.0,1831.67,1395.0,2500.0,3.0,1824.12,1100.0,2400.0,17.0,,,,,,,,,,,,
96028,,,,,,,,,1250.0,1250.0,1250.0,1.0,,,,,,,,,,,,
96033,,,,,950.0,950.0,950.0,1.0,,,,,,,,,,,,,,,,
96047,,,,,,,,,1750.0,1750.0,1750.0,1.0,,,,,,,,,,,,
96051,,,,,,,,,895.0,895.0,895.0,1.0,,,,,,,,,,,,
96062,,,,,,,,,2500.0,2500.0,2500.0,1.0,,,,,,,,,,,,
96073,,,,,,,,,2700.0,2700.0,2700.0,1.0,2995.0,2995.0,2995.0,1.0,,,,,,,,
96087,,,,,,,,,,,,,3100.0,3100.0,3100.0,1.0,,,,,,,,
96088,650.0,650.0,650.0,2.0,,,,,2100.0,2100.0,2100.0,1.0,,,,,,,,,,,,
93210,853.0,853.0,853.0,1.0,1050.0,1050.0,1050.0,2.0,1466.43,1150.0,2000.0,7.0,1695.0,1695.0,1695.0,2.0,,,,,,,,
93234,,,,,1100.0,1100.0,1100.0,1.0,,,,,,,,,,,,,,,,
93242,,,,,,,,,,,,,1395.0,1395.0,1395.0,1.0,,,,,,,,
93602,,,,,1400.0,1400.0,1400.0,1.0,,,,,,,,,,,,,,,,
93606,,,,,,,,,1995.0,1995.0,1995.0,1.0,,,,,,,,,,,,
93609,,,,,,,,,1500.0,1500.0,1500.0,1.0,,,,,,,,,,,,
93611,1058.33,850.0,1325.0,3.0,2363.4,1595.0,2995.0,5.0,2172.0,1500.0,2750.0,35.0,2550.26,2095.0,3500.0,19.0,2750.0,2750.0,2750.0,2.0,2119.2,1600.0,2675.0,5.0
93612,1194.6,1000.0,1550.0,15.0,1481.78,995.0,2395.0,27.0,1973.41,1300.0,2500.0,22.0,2247.5,2195.0,2300.0,4.0,,,,,1171.5,700.0,1861.0,4.0
93616,,,,,,,,,,,,,,,,,2400.0,2400.0,2400.0,1.0,,,,
93622,720.0,720.0,720.0,1.0,,,,,,,,,,,,,,,,,,,,
93625,,,,,,,,,2269.5,2139.0,2400.0,2.0,2200.0,2200.0,2200.0,1.0,,,,,,,,
93626,,,,,,,,,2650.0,2650.0,2650.0,3.0,2950.0,2950.0,2950.0,1.0,5000.0,5000.0,5000.0,1.0,500.0,500.0,500.0,1.0
93630,,,,,,,,,1800.0,1800.0,1800.0,1.0,2500.0,2500.0,2500.0,1.0,,,,,,,,
93631,1097.5,795.0,1400.0,2.0,1490.0,1295.0,1800.0,6.0,2043.75,1250.0,3050.0,8.0,2050.0,1900.0,2200.0,2.0,,,,,,,,
93640,,,,,,,,,1395.0,1395.0,1395.0,1.0,,,,,,,,,,,,
93646,,,,,1095.0,990.0,1200.0,2.0,,,,,,,,,,,,,,,,
93648,755.0,755.0,755.0,1.0,,,,,1700.0,1700.0,1700.0,1.0,,,,,,,,,,,,
93650,1100.0,1000.0,1200.0,2.0,1500.0,1200.0,1800.0,2.0,1750.0,1750.0,1750.0,1.0,,,,,,,,,,,,
93654,975.0,850.0,1200.0,3.0,1267.5,975.0,1600.0,4.0,1750.0,1650.0,1900.0,4.0,2595.0,2595.0,2595.0,1.0,,,,,1065.0,1065.0,1065.0,1.0
93656,734.0,734.0,734.0,1.0,950.0,950.0,950.0,1.0,,,,,,,,,,,,,,,,
93657,,,,,1463.89,750.0,2195.0,9.0,1765.0,1395.0,2000.0,3.0,2662.5,2000.0,3325.0,2.0,,,,,,,,
93660,864.0,864.0,864.0,1.0,895.0,895.0,895.0,1.0,,,,,1500.0,1500.0,1500.0,1.0,,,,,,,,
93662,769.0,684.0,854.0,2.0,,,,,1900.0,1900.0,1900.0,1.0,1595.0,1595.0,1595.0,1.0,,,,,,,,
93664,,,,,1500.0,1500.0,1500.0,1.0,,,,,,,,,,,,,,,,
93667,,,,,,,,,2500.0,2500.0,2500.0,1.0,,,,,,,,,,,,
93668,,,,,,,,,1725.0,1725.0,1725.0,1.0,,,,,,,,,,,,
93675,,,,,,,,,2300.0,2300.0,2300.0,1.0,,,,,,,,,,,,
93701,1050.63,715.0,1250.0,8.0,1223.0,950.0,1795.0,10.0,1948.0,1901.0,1995.0,2.0,,,,,1695.0,1695.0,1695.0,1.0,787.5,650.0,850.0,4.0
93702,1041.25,850.0,1125.0,4.0,1351.43,1075.0,1600.0,7.0,1575.0,1500.0,1625.0,3.0,1890.0,1890.0,1890.0,1.0,,,,,875.0,850.0,900.0,2.0
93703,1039.0,750.0,1250.0,10.0,1238.57,900.0,1550.0,14.0,1656.82,1100.0,1995.0,11.0,,,,,,,,,900.0,900.0,900.0,2.0
93704,1169.38,800.0,1750.0,8.0,1457.32,1150.0,1895.0,19.0,2144.77,1300.0,3600.0,22.0,2215.0,1935.0,2495.0,2.0,,,,,1198.75,985.0,1350.0,4.0
93705,927.5,650.0,1125.0,8.0,1367.5,995.0,1595.0,20.0,1861.67,1289.0,2695.0,15.0,1895.0,1895.0,1895.0,1.0,,,,,1395.0,1395.0,1395.0,1.0
93706,1200.0,1200.0,1200.0,1.0,1181.25,875.0,1650.0,4.0,1657.5,1350.0,2500.0,6.0,1875.0,1750.0,2000.0,2.0,,,,,860.0,625.0,1800.0,5.0
93710,1066.67,795.0,1540.0,6.0,1338.64,1095.0,1895.0,22.0,2081.25,1795.0,2495.0,20.0,,,,,,,,,1346.0,1000.0,1640.0,7.0
93711,1100.0,1100.0,1100.0,1.0,1862.19,1000.0,2595.0,16.0,2446.32,1750.0,3600.0,19.0,3615.83,2500.0,8000.0,6.0,5975.0,2450.0,9500.0,2.0,1593.5,1110.0,3010.0,10.0
93720,1350.0,1250.0,1450.0,2.0,1812.58,1425.0,2436.0,12.0,2192.49,1400.0,3400.0,55.0,2675.95,2000.0,4000.0,21.0,3098.75,2695.0,3800.0,4.0,1642.67,1125.0,2117.0,12.0
93721,1597.5,1000.0,2400.0,10.0,1500.0,1500.0,1500.0,2.0,,,,,,,,,,,,,1045.0,1045.0,1045.0,1.0
93722,1020.83,700.0,1250.0,6.0,1495.61,1195.0,1950.0,18.0,1944.09,925.0,2700.0,54.0,2236.47,1650.0,2995.0,17.0,3148.75,2795.0,3500.0,4.0,1417.1,975.0,1575.0,10.0
93725,,,,,,,,,1995.0,1995.0,1995.0,1.0,,,,,,,,,1200.0,1200.0,1200.0,1.0
93726,902.5,650.0,1095.0,6.0,1299.12,900.0,1775.0,26.0,1915.0,1595.0,2650.0,12.0,1650.0,1600.0,1700.0,2.0,,,,,1100.0,950.0,1200.0,3.0
93727,1109.86,830.0,1250.0,7.0,1418.24,950.0,1695.0,21.0,2129.74,1200.0,2800.0,39.0,2557.04,1700.0,3750.0,27.0,2587.5,2400.0,2775.0,2.0,1224.5,1000.0,1449.0,2.0
