,bed1_averageRent,bed1_minRent,bed1_maxRent,bed1_totalRentals,bed2_averageRent,bed2_minRent,bed2_maxRent,bed2_totalRentals,bed3_averageRent,bed3_minRent,bed3_maxRent,bed3_totalRentals,bed4_averageRent,bed4_minRent,bed4_maxRent,bed4_totalRentals,bed5_averageRent,bed5_minRent,bed5_maxRent,bed5_totalRentals,bed0_averageRent,bed0_minRent,bed0_maxRent,bed0_totalRentals
93728,1139.29,850.0,1400.0,7.0,1448.82,1175.0,1900.0,11.0,1569.17,1070.0,1795.0,6.0,2295.0,2295.0,2295.0,1.0,2500.0,2500.0,2500.0,1.0,950.0,850.0,1050.0,2.0
94510,1788.5,1000.0,2300.0,10.0,2332.47,1100.0,2995.0,30.0,3191.3,2250.0,4300.0,23.0,3608.33,3000.0,4300.0,15.0,5500.0,5500.0,5500.0,1.0,1851.17,1495.0,2266.0,6.0
94533,1645.0,800.0,2350.0,12.0,1859.77,1195.0,2500.0,44.0,2518.11,1380.0,3300.0,72.0,2931.83,1000.0,4300.0,41.0,3665.0,3200.0,3995.0,3.0,1727.07,1150.0,2160.0,15.0
94571,,,,,2116.33,1050.0,2600.0,15.0,2367.0,2000.0,2535.0,5.0,2795.0,2795.0,2795.0,1.0,,,,,,,,
94585,900.0,900.0,900.0,1.0,2175.0,2000.0,2300.0,4.0,2627.26,1795.0,3085.0,34.0,2912.23,2500.0,3700.0,31.0,,,,,1911.67,1775.0,1995.0,3.0
94589,1520.57,800.0,1950.0,7.0,2048.75,1600.0,3800.0,16.0,94875.3,1639.0,2775000.0,30.0,2813.5,2500.0,3325.0,8.0,3500.0,3500.0,3500.0,1.0,1808.6,1595.0,2088.0,5.0
94590,1563.04,1150.0,2200.0,46.0,2012.49,1201.0,2695.0,61.0,2548.67,1995.0,3000.0,15.0,2897.5,2695.0,3100.0,2.0,2825.0,2825.0,2825.0,1.0,1298.2,995.0,1865.0,10.0
94591,1837.5,1675.0,2000.0,2.0,2071.08,1439.0,2850.0,36.0,2771.36,1500.0,3750.0,42.0,3261.67,2650.0,4000.0,15.0,2861.25,1050.0,3795.0,4.0,1933.0,1657.0,2600.0,4.0
94592,,,,,,,,,2395.0,2395.0,2395.0,1.0,3398.75,3250.0,3750.0,4.0,,,,,1166.67,1150.0,1200.0,3.0
95620,1456.25,1250.0,1550.0,4.0,1906.25,1700.0,2200.0,4.0,260924.58,2000.0,3100000.0,12.0,3242.0,3050.0,3515.0,5.0,3400.0,3400.0,3400.0,1.0,1790.0,1790.0,1790.0,1.0
95625,,,,,1950.0,1950.0,1950.0,1.0,2539.0,2539.0,2539.0,1.0,,,,,,,,,1695.0,1695.0,1695.0,1.0
95687,1868.17,1625.0,2156.0,6.0,2120.17,1725.0,3500.0,29.0,2763.59,2150.0,3500.0,69.0,2974.63,2250.0,3800.0,49.0,3531.67,2995.0,3900.0,3.0,2114.43,1600.0,3195.0,14.0
95688,1761.67,1400.0,2075.0,6.0,2076.33,1575.0,2950.0,15.0,2939.56,1850.0,6000.0,34.0,3207.08,2600.0,3900.0,24.0,3647.5,3500.0,3795.0,2.0,2058.5,1695.0,2374.0,6.0
95003,2000.0,1200.0,2500.0,4.0,378474.0,2195.0,5999000.0,16.0,5433.0,3350.0,9500.0,15.0,5850.0,5800.0,6000.0,4.0,9975.0,9975.0,9975.0,1.0,1725.0,1350.0,2095.0,7.0
95005,,,,,,,,,3000.0,3000.0,3000.0,1.0,,,,,,,,,,,,
95006,1500.0,1500.0,1500.0,3.0,2609.0,2095.0,3000.0,5.0,3316.67,2950.0,3700.0,3.0,4000.0,4000.0,4000.0,2.0,,,,,,,,
95007,,,,,3300.0,3300.0,3300.0,1.0,,,,,,,,,,,,,,,,
95010,2923.57,1500.0,5500.0,7.0,3422.5,2300.0,6500.0,10.0,4873.75,3495.0,6500.0,4.0,5000.0,5000.0,5000.0,1.0,,,,,3212.5,3040.0,3385.0,2.0
95018,2533.33,1800.0,2950.0,3.0,2850.0,2600.0,3350.0,3.0,4066.67,3000.0,5000.0,3.0,,,,,,,,,,,,
95019,,,,,,,,,3600.0,3600.0,3600.0,1.0,,,,,,,,,,,,
95033,2300.0,2300.0,2300.0,1.0,4533.33,3500.0,6500.0,3.0,4023.75,3800.0,4200.0,4.0,6950.0,6950.0,6950.0,1.0,,,,,,,,
95041,,,,,,,,,3600.0,3600.0,3600.0,1.0,,,,,,,,,,,,
95060,2337.69,600.0,3950.0,26.0,3347.35,1355.0,5500.0,23.0,5262.42,2100.0,10500.0,12.0,,,,,,,,,2681.63,1725.0,3945.0,8.0
95062,2445.0,1800.0,3950.0,11.0,3618.84,2350.0,8000.0,43.0,4213.12,2700.0,7000.0,26.0,5866.67,4500.0,7600.0,3.0,5000.0,5000.0,5000.0,1.0,2615.0,2100.0,3250.0,3.0
95065,950.0,950.0,950.0,1.0,3100.0,3000.0,3200.0,2.0,4564.0,4300.0,4884.0,6.0,,,,,,,,,1350.0,1350.0,1350.0,1.0
95066,2195.0,2195.0,2195.0,1.0,2885.0,2795.0,2975.0,2.0,4075.0,3800.0,4400.0,4.0,5325.0,4800.0,5850.0,2.0,,,,,2185.0,2185.0,2185.0,1.0
95073,2495.0,2495.0,2495.0,1.0,2765.0,2095.0,3600.0,3.0,3498.75,2895.0,4200.0,4.0,7500.0,7500.0,7500.0,1.0,,,,,1875.0,1875.0,1875.0,1.0
95076,2073.75,1900.0,2295.0,4.0,2951.43,1900.0,4250.0,14.0,5092.5,3200.0,11625.0,10.0,3964.5,3900.0,4029.0,2.0,,,,,,,,
94506,,,,,3925.0,2350.0,5500.0,2.0,4433.62,3697.0,5500.0,13.0,5589.29,3800.0,9995.0,21.0,6953.89,3995.0,12000.0,9.0,2151.0,2151.0,2151.0,1.0
94507,2395.0,2395.0,2395.0,1.0,3167.0,2495.0,4300.0,10.0,5057.0,4000.0,6500.0,5.0,7591.54,4500.0,14000.0,13.0,9833.33,5500.0,16500.0,6.0,,,,
94509,1737.17,750.0,2375.0,23.0,2118.65,1497.0,2700.0,63.0,2568.5,750.0,5000.0,54.0,3122.16,2400.0,4500.0,31.0,3805.83,3145.0,6000.0,6.0,1319.44,400.0,2140.0,16.0
94511,,,,,2600.0,2600.0,2600.0,1.0,4450.0,3500.0,5400.0,2.0,4880.0,2950.0,6700.0,3.0,,,,,,,,
94513,1475.0,1000.0,1850.0,4.0,2701.67,1895.0,3195.0,30.0,2941.78,2295.0,3650.0,41.0,3439.82,2500.0,7300.0,61.0,3770.26,2995.0,4995.0,19.0,1775.67,1110.0,2450.0,6.0
94514,,,,,2487.5,1980.0,2995.0,2.0,2500.0,2500.0,2500.0,1.0,,,,,,,,,,,,
94517,1802.5,950.0,2655.0,2.0,2537.5,2500.0,2575.0,2.0,3757.5,3100.0,4250.0,6.0,4922.5,3895.0,5900.0,4.0,4650.0,4650.0,4650.0,1.0,,,,
94518,1924.17,1845.0,2200.0,6.0,2248.75,1745.0,2650.0,12.0,3192.0,1700.0,4630.0,20.0,3938.5,3295.0,4500.0,10.0,,,,,1925.0,1850.0,2000.0,2.0
94519,1722.5,1650.0,1795.0,4.0,2370.5,1850.0,3000.0,10.0,3286.45,1750.0,4300.0,20.0,3420.29,1300.0,4395.0,14.0,3500.0,3500.0,3500.0,1.0,1392.5,1295.0,1490.0,2.0
94520,1798.96,1550.0,2125.0,27.0,2340.25,1750.0,3950.0,40.0,2997.23,2499.0,3800.0,13.0,3581.64,2900.0,3998.0,14.0,6000.0,6000.0,6000.0,1.0,1925.38,1195.0,3500.0,13.0
94521,2057.4,1650.0,2727.0,10.0,2372.5,1775.0,3100.0,26.0,3245.18,2375.0,4200.0,34.0,4158.77,3190.0,5800.0,22.0,4606.67,3700.0,5695.0,3.0,1782.33,1512.0,2135.0,3.0
94523,2023.53,1695.0,2500.0,15.0,2578.6,1700.0,3600.0,20.0,3525.4,2252.0,4400.0,30.0,4617.5,3200.0,7250.0,10.0,,,,,2348.67,1995.0,2666.0,3.0
94525,1650.0,1650.0,1650.0,1.0,2062.14,1800.0,2300.0,7.0,2560.0,2490.0,2595.0,3.0,2037.5,1100.0,2975.0,2.0,,,,,1800.0,1800.0,1800.0,1.0
94526,2973.75,2650.0,3600.0,4.0,3330.45,2475.0,5500.0,11.0,3882.22,2950.0,5695.0,18.0,5100.63,3995.0,8795.0,16.0,7323.75,5795.0,10000.0,4.0,2955.0,2955.0,2955.0,1.0
94530,1855.67,975.0,2600.0,15.0,2562.02,1995.0,3800.0,41.0,3768.17,2200.0,5500.0,12.0,4763.43,3999.0,6500.0,7.0,5995.0,5995.0,5995.0,1.0,2083.17,1281.0,2975.0,6.0
94547,2071.43,1000.0,2650.0,7.0,2894.77,2500.0,3495.0,13.0,3369.91,3150.0,3900.0,11.0,3914.29,3400.0,4250.0,7.0,,,,,1855.0,1200.0,2445.0,4.0
94549,2189.55,1695.0,3200.0,11.0,3407.33,2100.0,6000.0,15.0,4745.77,3500.0,5950.0,13.0,7202.35,3995.0,10500.0,17.0,9750.0,6000.0,12500.0,4.0,2645.67,2392.0,3018.0,3.0
94553,1750.87,1295.0,2000.0,15.0,2431.79,1900.0,3100.0,28.0,3140.63,1500.0,3950.0,32.0,3351.67,1200.0,4500.0,9.0,3900.0,3900.0,3900.0,1.0,2058.0,1395.0,2573.0,8.0
94556,1933.33,1850.0,2000.0,3.0,3173.13,2195.0,4950.0,8.0,4834.55,3150.0,7500.0,11.0,6014.29,4500.0,8250.0,7.0,6962.5,6500.0,7600.0,4.0,,,,
94561,1656.25,1300.0,1775.0,4.0,2385.63,2350.0,2545.0,8.0,2789.44,1140.0,3850.0,34.0,3096.82,1500.0,3850.0,28.0,3487.25,3100.0,3999.0,4.0,1219.0,850.0,1528.0,3.0
94563,2598.33,2100.0,2995.0,3.0,2750.0,1300.0,5200.0,4.0,5865.83,4000.0,8500.0,12.0,6687.86,4950.0,9500.0,14.0,6050.0,5600.0,6800.0,3.0,,,,
94564,1972.5,1695.0,2250.0,2.0,2792.86,2100.0,4350.0,7.0,3129.17,2255.0,3500.0,12.0,3822.5,3300.0,4000.0,4.0,,,,,2137.5,2125.0,2150.0,2.0
94565,1471.58,850.0,1850.0,19.0,2139.44,1000.0,2800.0,27.0,2791.5,1225.0,3700.0,54.0,3336.22,2395.0,4000.0,27.0,3679.8,2908.0,4800.0,10.0,2629.27,1150.0,8995.0,22.0
94569,,,,,1800.0,1800.0,1800.0,1.0,,,,,,,,,,,,,,,,
94572,1500.0,1500.0,1500.0,1.0,2030.0,1995.0,2100.0,3.0,3500.0,3500.0,3500.0,1.0,3500.0,3500.0,3500.0,1.0,,,,,1399.33,1250.0,1698.0,3.0
94583,2079.0,1750.0,2659.0,6.0,2700.64,2145.0,3295.0,22.0,4091.0,2695.0,6500.0,15.0,4333.21,3850.0,4895.0,14.0,7836.0,4800.0,10872.0,2.0,2429.0,2373.0,2485.0,2.0
94595,1949.17,1300.0,2300.0,6.0,2890.22,1999.0,3999.0,9.0,4995.0,3400.0,6800.0,13.0,4287.5,3200.0,5000.0,4.0,,,,,2217.75,1950.0,2547.0,4.0
94596,2706.58,1575.0,3810.0,57.0,2960.05,1850.0,4550.0,37.0,3870.0,2895.0,4995.0,11.0,6735.14,3600.0,11450.0,7.0,5500.0,5500.0,5500.0,1.0,2336.67,1860.0,2900.0,15.0
94598,2250.36,1750.0,4200.0,14.0,2802.89,2195.0,4900.0,19.0,3948.91,2850.0,4900.0,32.0,4393.57,950.0,5500.0,14.0,5550.0,5500.0,5600.0,2.0,2317.0,2201.0,2433.0,2.0
94801,1732.33,750.0,2400.0,15.0,2207.75,1800.0,3195.0,28.0,3118.0,2500.0,3500.0,10.0,3425.0,1900.0,4950.0,2.0,3607.5,715.0,6500.0,2.0,1366.0,1159.0,1795.0,5.0
94803,,,,,2321.52,1815.0,2950.0,23.0,3211.79,2500.0,3850.0,14.0,3570.0,2950.0,4500.0,7.0,,,,,1900.0,1900.0,1900.0,1.0
94804,1971.22,1300.0,2800.0,23.0,2478.69,1748.0,4000.0,48.0,3230.85,1700.0,4700.0,20.0,3200.0,3200.0,3200.0,1.0,,,,,1088.67,816.0,1400.0,3.0
94805,1829.44,1675.0,2250.0,9.0,2348.0,1995.0,3000.0,10.0,3037.0,2845.0,3400.0,5.0,,,,,,,,,1800.0,1800.0,1800.0,1.0
94806,1756.85,1000.0,2419.0,13.0,2393.08,1848.0,3000.0,26.0,3085.52,1450.0,5000.0,29.0,3280.0,3000.0,3595.0,5.0,,,,,2191.5,1552.0,3000.0,6.0
95023,1700.0,1100.0,2700.0,3.0,2537.5,1875.0,3500.0,8.0,3137.2,2500.0,4000.0,20.0,3620.0,3500.0,3800.0,5.0,3700.0,3600.0,3800.0,2.0,,,,
95043,2000.0,2000.0,2000.0,1.0,,,,,,,,,,,,,,,,,,,,
95045,1483.33,1350.0,1650.0,3.0,,,,,,,,,,,,,,,,,,,,
91320,3175.0,2400.0,3950.0,2.0,2796.67,2230.0,3600.0,9.0,3616.72,2495.0,5700.0,36.0,4343.09,2000.0,6500.0,32.0,7862.55,4500.0,15000.0,11.0,2579.75,2040.0,3736.0,4.0
91360,2284.07,1250.0,3350.0,14.0,2747.89,2000.0,3500.0,19.0,3760.62,1750.0,5500.0,26.0,4728.68,3400.0,9500.0,34.0,6175.0,3400.0,9950.0,6.0,2376.17,2042.0,2750.0,6.0
91361,2510.0,1950.0,3950.0,5.0,3721.07,2650.0,6000.0,27.0,5700.24,3395.0,15000.0,42.0,8695.49,3999.0,25000.0,37.0,9852.81,4995.0,20000.0,16.0,2444.5,2439.0,2450.0,2.0
91362,2637.81,1725.0,2950.0,16.0,3372.07,2500.0,4750.0,29.0,4091.6,1500.0,10500.0,50.0,6289.03,3995.0,25000.0,36.0,12122.73,4550.0,25000.0,11.0,2544.25,1995.0,2988.0,8.0
91377,2475.0,2400.0,2575.0,3.0,2887.22,2525.0,3495.0,9.0,4508.89,3200.0,6250.0,18.0,4690.42,3700.0,5600.0,12.0,6300.0,5000.0,8900.0,3.0,,,,
93001,2272.07,1300.0,3500.0,41.0,3154.72,1600.0,9500.0,65.0,6283.67,1500.0,25000.0,30.0,6855.36,3500.0,25000.0,14.0,26250.0,17500.0,35000.0,2.0,2062.5,1095.0,3995.0,10.0
93003,2167.89,1550.0,2799.0,19.0,2659.95,1495.0,4250.0,64.0,3532.87,2500.0,5500.0,47.0,4041.63,1250.0,6200.0,16.0,3766.67,2500.0,5200.0,3.0,1831.67,1600.0,2200.0,3.0
93004,2071.67,1595.0,2515.0,6.0,2786.82,2450.0,3195.0,11.0,3275.7,1695.0,4200.0,20.0,3905.0,3100.0,4800.0,15.0,4275.0,3975.0,4750.0,3.0,2269.33,2053.0,2680.0,3.0
93010,1854.69,800.0,2900.0,13.0,2629.5,2100.0,3000.0,18.0,3700.81,2550.0,5700.0,37.0,4969.67,3475.0,9950.0,18.0,5698.33,3800.0,8500.0,6.0,1999.0,1500.0,2910.0,5.0
93012,2257.33,1800.0,2745.0,6.0,2892.48,2218.0,3800.0,58.0,3321.21,1500.0,4400.0,33.0,4261.19,3475.0,6200.0,16.0,5600.0,4500.0,7500.0,5.0,2100.0,2100.0,2100.0,1.0
93015,1800.0,1800.0,1800.0,1.0,,,,,,,,,,,,,,,,,1200.0,1200.0,1200.0,1.0
93021,2320.8,2050.0,2500.0,5.0,2721.79,2130.0,3200.0,14.0,3497.86,2995.0,4175.0,14.0,4546.58,2750.0,12900.0,19.0,4999.0,3800.0,5995.0,5.0,1962.0,1962.0,1962.0,1.0
93022,1600.0,1550.0,1650.0,2.0,2866.67,2600.0,3200.0,3.0,4516.67,3100.0,9000.0,6.0,2947.5,900.0,4995.0,2.0,,,,,,,,
93023,3069.0,1595.0,4300.0,5.0,4792.67,1850.0,12750.0,15.0,7420.59,2200.0,16800.0,17.0,10107.14,4000.0,20000.0,7.0,10800.0,9600.0,12000.0,2.0,1725.0,1450.0,2000.0,2.0
93030,1696.42,1350.0,2032.0,12.0,2283.95,1700.0,3000.0,19.0,3128.5,2000.0,3650.0,10.0,3843.57,2500.0,4665.0,14.0,4075.0,3950.0,4200.0,2.0,1218.6,883.0,1610.0,5.0
93033,1735.58,1450.0,2435.0,12.0,2434.67,1350.0,3710.0,12.0,3023.64,2185.0,3800.0,11.0,3449.29,2100.0,4300.0,7.0,,,,,1416.67,1300.0,1600.0,3.0
93035,2400.03,1750.0,3600.0,30.0,3267.74,2100.0,6750.0,61.0,4573.17,1650.0,20000.0,52.0,9125.0,2900.0,22500.0,14.0,6639.0,3895.0,8500.0,5.0,2239.0,2178.0,2300.0,2.0
93040,,,,,,,,,2800.0,2800.0,2800.0,1.0,,,,,,,,,,,,
93041,1842.81,1325.0,2200.0,16.0,2591.43,1700.0,4200.0,69.0,3213.4,1400.0,3950.0,25.0,3500.0,3500.0,3500.0,1.0,4500.0,4500.0,4500.0,1.0,1195.0,1195.0,1195.0,1.0
93060,1626.88,1325.0,2025.0,8.0,2302.65,1800.0,3200.0,17.0,2891.76,2250.0,4000.0,17.0,3580.0,3295.0,3800.0,4.0,,,,,,,,
93063,1958.85,950.0,2500.0,13.0,2509.52,2100.0,2900.0,21.0,3623.63,3000.0,4950.0,24.0,3954.86,1722.0,5000.0,22.0,4803.09,3395.0,5995.0,11.0,1400.0,1400.0,1400.0,1.0
93065,2210.25,1695.0,2575.0,12.0,2693.42,2259.0,3600.0,19.0,3629.1,2050.0,7495.0,50.0,4193.58,2500.0,5999.0,33.0,5652.0,2500.0,11950.0,10.0,1863.33,1295.0,2695.0,3.0
93066,3000.0,3000.0,3000.0,1.0,,,,,5012.5,2950.0,6800.0,4.0,4200.0,4200.0,4200.0,1.0,4650.0,4500.0,4800.0,2.0,,,,
95945,1346.53,719.0,1900.0,19.0,1878.39,1375.0,2950.0,44.0,2338.57,1650.0,3500.0,21.0,2591.25,1995.0,3000.0,8.0,3500.0,3500.0,3500.0,1.0,1312.78,390.0,3500.0,9.0
95946,1565.71,1100.0,2500.0,7.0,2266.67,2000.0,2800.0,6.0,2428.33,1900.0,3500.0,21.0,2366.67,2300.0,2500.0,3.0,2600.0,2600.0,2600.0,1.0,850.0,850.0,850.0,1.0
95949,1328.57,800.0,1600.0,7.0,2020.0,1450.0,3200.0,5.0,2584.69,860.0,4025.0,16.0,3066.67,2600.0,3500.0,3.0,,,,,2762.5,525.0,5000.0,2.0
95959,1659.5,1100.0,2500.0,10.0,1987.65,1495.0,2450.0,17.0,2537.22,1400.0,4250.0,27.0,2704.17,2375.0,3000.0,6.0,3200.0,3200.0,3200.0,1.0,1229.17,575.0,2200.0,6.0
95960,1300.0,1300.0,1300.0,2.0,,,,,,,,,,,,,,,,,,,,
95975,,,,,3000.0,3000.0,3000.0,1.0,,,,,,,,,,,,,,,,
95977,1250.0,1250.0,1250.0,1.0,,,,,2175.0,1850.0,2500.0,2.0,,,,,,,,,,,,
95986,950.0,950.0,950.0,1.0,,,,,,,,,,,,,,,,,,,,
96161,1897.5,1800.0,1995.0,2.0,3003.5,991.0,4500.0,6.0,4507.61,2850.0,7500.0,23.0,15000.0,15000.0,15000.0,1.0,5500.0,5500.0,5500.0,1.0,424.0,424.0,424.0,1.0
91752,1533.17,999.0,2100.0,6.0,2522.27,1900.0,3000.0,11.0,3246.47,1650.0,6000.0,17.0,3335.33,3100.0,3690.0,15.0,4099.68,3395.0,7000.0,19.0,2111.33,1249.0,2635.0,3.0
92201,1551.79,895.0,2600.0,14.0,2932.91,1159.0,6500.0,58.0,4232.06,1595.0,15000.0,66.0,5814.63,1100.0,13000.0,35.0,10449.67,3198.0,15000.0,6.0,1288.25,890.0,1745.0,4.0
92203,1525.0,1300.0,2000.0,4.0,3120.53,1325.0,7000.0,47.0,4993.91,2083.0,12000.0,58.0,5001.16,2495.0,25000.0,43.0,4937.14,3200.0,8000.0,7.0,2326.5,2141.0,2512.0,2.0
92210,2560.0,2200.0,2800.0,5.0,5793.35,3000.0,15000.0,17.0,7679.29,2300.0,20000.0,58.0,12022.69,4300.0,25000.0,13.0,19750.0,9500.0,30000.0,2.0,1850.0,1850.0,1850.0,1.0
92211,2302.69,1300.0,4500.0,13.0,3440.44,1000.0,6600.0,160.0,4792.39,2200.0,14000.0,118.0,5130.48,2595.0,15000.0,40.0,,,,,1795.8,1200.0,2430.0,5.0
92220,1285.0,1000.0,1450.0,7.0,1835.0,900.0,2700.0,18.0,2298.63,1700.0,3195.0,16.0,2594.17,2000.0,3000.0,6.0,2900.0,2900.0,2900.0,1.0,,,,
92223,1025.0,700.0,1600.0,4.0,2162.78,950.0,3400.0,18.0,2681.36,1850.0,3200.0,14.0,2951.04,2096.0,3800.0,24.0,3398.08,2975.0,3995.0,13.0,1050.0,1050.0,1050.0,1.0
92225,735.0,625.0,895.0,4.0,1232.5,930.0,2000.0,4.0,,,,,2000.0,2000.0,2000.0,1.0,1900.0,1900.0,1900.0,1.0,,,,
92230,,,,,1395.0,1395.0,1395.0,1.0,2122.5,1995.0,2250.0,2.0,,,,,,,,,,,,
92234,2272.72,925.0,3200.0,25.0,3471.11,1295.0,6000.0,75.0,3435.85,1600.0,7000.0,94.0,3615.97,2095.0,7500.0,39.0,6500.0,5500.0,7500.0,2.0,1386.88,1295.0,1400.0,8.0
92236,1500.0,1500.0,1500.0,1.0,,,,,2533.33,2475.0,2650.0,3.0,2596.67,2495.0,2800.0,6.0,2495.0,2495.0,2495.0,1.0,,,,
92239,,,,,1200.0,1200.0,1200.0,1.0,,,,,,,,,,,,,,,,
92240,1469.29,750.0,2000.0,14.0,1725.24,1175.0,2150.0,17.0,2528.37,1200.0,6000.0,51.0,2838.04,1700.0,5000.0,23.0,2800.0,2650.0,2950.0,2.0,1019.11,537.0,1530.0,9.0
92241,13233.33,1200.0,72500.0,6.0,2100.0,2100.0,2100.0,1.0,7000.0,7000.0,7000.0,1.0,2490.0,2490.0,2490.0,1.0,,,,,1195.0,1195.0,1195.0,1.0
92253,2130.25,679.0,4500.0,12.0,4336.82,1895.0,8500.0,55.0,6128.68,1995.0,25000.0,307.0,9191.6,2495.0,25000.0,125.0,12703.75,4500.0,35000.0,12.0,1675.0,1675.0,1675.0,1.0
92254,,,,,,,,,1650.0,1650.0,1650.0,1.0,,,,,,,,,,,,
92258,,,,,1195.0,1195.0,1195.0,1.0,,,,,,,,,,,,,,,,
92260,1898.18,1100.0,3500.0,11.0,3808.49,1195.0,11500.0,144.0,6256.25,2300.0,21000.0,110.0,6722.55,2495.0,16500.0,20.0,15233.33,3500.0,35000.0,6.0,1407.86,995.0,2350.0,7.0
92262,1858.01,1025.0,3600.0,74.0,3247.64,1000.0,15000.0,86.0,6339.56,1800.0,40000.0,98.0,7896.88,3100.0,25000.0,26.0,22633.33,12900.0,30000.0,3.0,2814.44,1250.0,12000.0,9.0
92264,1836.65,695.0,2950.0,40.0,3449.36,765.0,12500.0,115.0,7104.69,1995.0,25000.0,54.0,12263.08,3500.0,35000.0,13.0,27500.0,10000.0,45000.0,2.0,1379.75,775.0,1749.0,4.0
92270,1860.0,1425.0,2295.0,2.0,4136.03,1350.0,8640.0,68.0,6970.58,2300.0,21000.0,135.0,11492.88,3200.0,50000.0,43.0,29566.11,3495.0,50000.0,9.0,,,,
92274,1100.0,1100.0,1100.0,1.0,,,,,96016.67,1550.0,284900.0,3.0,1500.0,1500.0,1500.0,1.0,,,,,,,,
92276,1050.0,1050.0,1050.0,1.0,1647.5,1395.0,1900.0,2.0,2415.0,1895.0,3500.0,6.0,,,,,,,,,,,,
92282,1400.0,1100.0,1700.0,2.0,1900.0,1900.0,1900.0,1.0,,,,,,,,,,,,,,,,
92320,1628.33,1495.0,1695.0,3.0,1630.0,1550.0,1800.0,5.0,2775.0,2350.0,3200.0,2.0,3123.75,2600.0,3400.0,4.0,,,,,,,,
92501,1505.58,869.0,1995.0,33.0,1920.88,1400.0,3050.0,16.0,2665.19,1895.0,5200.0,27.0,3259.9,2100.0,4500.0,10.0,3607.5,2980.0,5000.0,4.0,1713.25,1250.0,2055.0,4.0
92503,1641.67,1100.0,1900.0,9.0,2053.39,900.0,2500.0,23.0,2635.87,1200.0,5200.0,46.0,3106.5,2000.0,4200.0,26.0,4292.75,3500.0,5200.0,8.0,1725.91,1210.0,2252.0,11.0
92504,1779.17,795.0,3400.0,12.0,2116.19,1600.0,2800.0,16.0,2915.84,2400.0,5200.0,32.0,3202.27,2550.0,5000.0,15.0,3550.0,3500.0,3600.0,2.0,1466.86,1120.0,2130.0,7.0
92505,1952.06,1300.0,3400.0,16.0,2244.47,1475.0,2550.0,15.0,2429.21,850.0,3195.0,19.0,2931.67,1397.0,3750.0,15.0,3957.14,3200.0,4800.0,7.0,1980.14,1404.0,2334.0,7.0
92506,1449.0,968.0,1625.0,7.0,2123.0,1200.0,2700.0,15.0,2960.3,2300.0,5200.0,33.0,3281.92,2000.0,4600.0,13.0,4295.0,3300.0,6300.0,6.0,1770.0,1200.0,2350.0,5.0
92507,1543.12,775.0,2379.0,34.0,2006.35,1230.0,2875.0,34.0,2729.12,1500.0,5800.0,34.0,3586.84,690.0,7500.0,61.0,3966.17,2192.0,5200.0,29.0,1716.8,569.0,2770.0,25.0
92508,1453.33,1200.0,1660.0,3.0,2498.33,2200.0,2800.0,3.0,2774.29,1950.0,3500.0,17.0,3290.19,2600.0,4350.0,26.0,3413.18,850.0,4200.0,11.0,2445.5,2443.0,2448.0,2.0
92509,1373.75,1000.0,1595.0,4.0,2112.5,1100.0,3000.0,14.0,2758.5,1495.0,3800.0,28.0,3351.94,2500.0,7500.0,18.0,4635.83,3300.0,7500.0,6.0,1595.0,1050.0,2140.0,2.0
92518,2295.0,2095.0,2395.0,3.0,2587.0,2195.0,3195.0,15.0,,,,,,,,,,,,,2895.0,2895.0,2895.0,1.0
92530,1346.25,900.0,1900.0,12.0,2026.4,1325.0,2800.0,25.0,2454.74,1200.0,3500.0,50.0,3309.54,2515.0,7500.0,26.0,2900.56,695.0,3500.0,9.0,1263.75,900.0,1930.0,4.0
92532,1400.0,1400.0,1400.0,1.0,2250.0,2150.0,2400.0,3.0,2903.93,2000.0,3300.0,14.0,3085.88,1795.0,3800.0,32.0,3494.35,3075.0,4000.0,17.0,1979.0,1979.0,1979.0,1.0
92536,,,,,1400.0,1400.0,1400.0,1.0,,,,,,,,,,,,,,,,
92539,,,,,2525.0,2450.0,2600.0,2.0,2575.0,2200.0,2950.0,2.0,,,,,,,,,1500.0,1500.0,1500.0,1.0
92543,1144.29,695.0,1500.0,14.0,1643.73,950.0,2395.0,40.0,2522.5,1550.0,3100.0,10.0,2899.44,2195.0,3450.0,9.0,2647.5,1000.0,3800.0,4.0,1325.0,1100.0,1450.0,3.0
92544,1371.43,1150.0,1700.0,7.0,1637.22,1200.0,2080.0,18.0,2417.09,1795.0,3800.0,44.0,2667.5,2225.0,2950.0,10.0,3361.25,2950.0,4000.0,4.0,1300.0,1100.0,1500.0,2.0
92545,1407.5,850.0,1895.0,12.0,1654.06,1295.0,2500.0,32.0,2433.27,1500.0,2850.0,22.0,2745.0,2250.0,3500.0,20.0,3137.22,2950.0,3600.0,9.0,1580.0,1215.0,1930.0,4.0
92548,812.5,600.0,1450.0,4.0,1967.5,1495.0,2800.0,4.0,2195.0,2195.0,2195.0,1.0,,,,,2650.0,2650.0,2650.0,1.0,,,,
92549,1336.25,995.0,2400.0,8.0,1860.0,1800.0,2000.0,5.0,2412.5,2000.0,2950.0,4.0,2400.0,2400.0,2400.0,1.0,,,,,1200.0,1000.0,1400.0,2.0
92551,850.0,750.0,1200.0,6.0,1612.5,1200.0,2250.0,4.0,2581.29,2195.0,2895.0,17.0,3141.47,2360.0,7500.0,17.0,3097.5,2995.0,3200.0,2.0,1252.33,800.0,2157.0,3.0
